,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
2682,c6e229a8-0158-44c1-8ba7-8f0015c06ce4,96f71456-ec9f-4152-bee9-c8a00b327f90,Female,55,Home & Garden,3,494.78,Debit Card,2023-05-14,Cevahir AVM
2683,eb15992d-f6c5-4e40-bcce-fb9388bf2f27,ef9e081a-8f4f-4f74-b04a-625ad4a761fe,Male,67,Toys,6,691.0,Credit Card,2024-06-15,Metropol AVM
2684,53afae3f-f373-4abf-bec8-b8013c07ed6e,599527eb-683d-45a7-97fd-115e479e9363,Female,62,Electronics,1,121.6,Online,2023-05-19,Kanyon
2685,b7d285e3-6ffb-4719-adea-efaf4ba950fc,3669f1c2-82a9-472a-9412-82609c39abdf,Male,50,Electronics,10,112.21,Cash,2023-11-03,Kanyon
2686,fd5d4489-f7b9-4d53-bdbd-fdbbb516b79f,3f26b3a0-2b79-4541-9818-79b00fba0ab6,Female,30,Electronics,9,801.41,Online,2024-08-19,Istinye Park
2687,589131b3-297e-48fd-97eb-24678219d9b7,9bbc811e-9847-45cc-b15e-284c9698ff79,Male,38,Electronics,9,773.92,Debit Card,2023-07-17,Metropol AVM
2688,e1e55da9-7604-4f4e-b752-51653612ef44,3288dba5-6ad4-4da4-909a-084bce94cfcc,Male,28,Toys,1,429.6,Debit Card,2024-01-13,Metropol AVM
2689,513143cc-8500-480b-a37f-8c78a8b52305,ba82f5d2-2217-4013-b8aa-996e64a5a66c,Male,67,Clothing,6,245.55,Credit Card,2024-05-07,Metropol AVM
2690,4efcfebb-3072-4a18-899c-72da1dc90088,35879d4a-e15f-44d6-886f-a006e0a90541,Female,67,Home & Garden,3,190.08,Online,2023-10-30,Istinye Park
2691,b05f54c9-23ac-4900-b01a-d877e6c7619c,8efe5e36-c58e-4ed1-a0d1-83542160aad6,Female,69,Clothing,10,47.84,Online,2024-08-23,Istinye Park
2692,be2370aa-315c-4ba6-a1a3-4a47a818eb83,dbf91a81-9276-40e9-a33e-e6367215610e,Female,55,Toys,6,432.06,Debit Card,2023-06-12,Cevahir AVM
2693,61a0b9b2-ef9b-40c5-9ba8-04653dd61415,dfc501a3-ab00-49c8-83ec-2e5dd13a39ff,Female,51,Home & Garden,2,86.51,Credit Card,2023-01-31,Mall of Istanbul
2694,607879ad-24ba-42b2-9de6-f34d5e7d3220,086fd559-6b90-428b-ae90-7ba4a5fece83,Male,18,Home & Garden,10,61.13,Cash,2024-12-06,Metrocity
2695,e81f7b62-dc12-4685-9104-118a51148859,cba7654b-b6c9-48d0-bc9b-2f85f4ddd958,Male,53,Toys,1,75.83,Credit Card,2024-05-06,Istinye Park
2696,fda7193f-29ce-4d80-837d-0379550a45a8,2e737ec5-498e-4452-a937-33d6e773128c,Female,25,Home & Garden,9,930.15,Credit Card,2023-08-06,Cevahir AVM
2697,bf0c4229-88a1-424d-9aa0-cb1868e72785,344241c1-0c69-4050-a3c5-46408e38a1c1,Male,57,Toys,9,800.13,Debit Card,2024-06-15,Cevahir AVM
2698,951a1e0c-316f-403f-86ee-1edfeceacef6,5b4b5660-7d39-474f-b8f0-851d44d46ef5,Female,55,Home & Garden,5,286.06,Credit Card,2023-04-30,Cevahir AVM
2699,d7c83913-edaf-47b7-8761-ec3981d6c8d6,2d20a4f6-63b0-40ca-886a-68634f773908,Male,43,Clothing,8,858.32,Debit Card,2023-02-19,Cevahir AVM
2700,ec39f612-02d2-4a9f-a6ed-341a97570a58,db74eae4-6701-416d-8508-5b1b3a6a8538,Female,53,Toys,6,77.13,Debit Card,2023-10-07,Forum Istanbul
2701,c391bc0d-f281-481d-8a9f-94415d27a851,33ec483c-0e7a-406e-a34e-45f44d71c897,Female,56,Home & Garden,3,503.41,Online,2023-09-21,Metropol AVM
2702,63b49b25-0871-4edb-ad15-b417201c7555,593a12b7-f1ae-4f19-8816-66fb7828af21,Male,54,Clothing,4,916.88,Cash,2023-04-08,Viaport Outlet
2703,96926482-b86b-4e22-9516-84ce703ed01a,a11dc953-c5ce-4d44-aac3-80568ea116f5,Female,49,Electronics,2,628.9,Online,2024-11-24,Istinye Park
2704,4d271d67-68b1-449a-87d0-65cf3478ae8d,d4ccee11-21af-4893-8e92-86245e7e7b51,Female,65,Clothing,4,736.39,Cash,2023-05-07,Kanyon
2705,0f4f8de0-176e-4110-a4dc-c1a01bd000e3,717838b4-219a-48cb-8c3d-7c77f5228c12,Male,49,Toys,9,995.49,Online,2024-01-24,Istinye Park
2706,8b309021-b841-4ec0-bfee-61f1deb1d92d,9fed8e76-9fc3-4742-ae91-bad34d03b7e3,Female,37,Clothing,2,425.8,Online,2023-05-28,Kanyon
2707,a2f9ff7e-52be-43bc-9342-2a3bfbf4388e,0f2eddeb-d067-4b6a-a4f7-c2c2567f3040,Female,44,Toys,8,914.99,Cash,2024-07-13,Viaport Outlet
2708,f2d5e5f2-44eb-46a7-80cd-8542f756137d,f29f5ef5-c648-4b80-b200-47b578a02ea6,Male,29,Home & Garden,3,315.34,Credit Card,2024-01-07,Istinye Park
2709,b8f0885b-24f1-4ef0-9388-98b0cb50d7d8,dde7c20b-04b1-42ec-8ebe-b169b82d63e6,Male,27,Clothing,9,730.47,Cash,2024-04-01,Istinye Park
2710,d8a46268-f920-4105-aa31-5e436dbb2b46,c448d0bb-0ad9-405b-a502-803df13b1312,Female,25,Toys,3,526.29,Cash,2023-12-31,Istinye Park
2711,7b655d00-8c8b-41f1-913c-e4f18a0e1ac4,ef8c6b36-6ed2-4df0-9e4d-3c2886e0d837,Male,68,Home & Garden,2,344.36,Debit Card,2024-01-11,Cevahir AVM
2712,b372b2d9-651b-43b1-b6c2-1090886ac2a2,f9b2a02a-65d3-4ee3-935b-e177c83edb46,Female,57,Home & Garden,9,13.36,Credit Card,2024-08-17,Metropol AVM
2713,83325ab1-3a19-41b1-b20b-c2fa2ded64e4,a5bf4e41-4d9c-4a15-8aba-bfdab00c65af,Male,58,Sports,4,891.0,Credit Card,2024-05-13,Metrocity
2714,62e4ab17-eb85-4143-9b7f-9112377e88ca,875d4d50-4e82-4f1a-b128-df708f7367f7,Female,48,Sports,10,283.76,Cash,2024-07-27,Forum Istanbul
2715,a5f5e9a4-ef48-45dc-920a-b3bff4c97bef,630c0603-3021-4ff7-b7b9-3f25d7cfb161,Male,28,Home & Garden,2,253.56,Debit Card,2023-05-04,Kanyon
2716,fb0f3e09-3c24-401e-a6ae-233ca1f876f8,df8f91f5-ff41-43e3-8886-553216b38eba,Female,22,Toys,10,387.27,Credit Card,2023-08-10,Kanyon
2717,964aa568-12e0-47db-9aa1-721dabb1ef29,7e0cedd1-71bf-498a-aec4-9513736b2399,Male,60,Electronics,9,814.08,Online,2024-02-05,Metrocity
2718,c1923444-3fe5-4163-9a56-c3258b5b15af,e3408f69-ab22-4925-b831-4e52886f66e3,Male,51,Toys,3,571.81,Credit Card,2023-08-27,Metrocity
2719,feef4e1e-17ad-459e-b865-14bfb4886589,dd282cb7-537d-456a-8231-f5aab749d972,Male,33,Clothing,4,985.63,Credit Card,2023-04-23,Metropol AVM
2720,df73991c-8766-4e4f-9c25-6bc407732b8f,d5bef60e-a862-47d4-8788-b300908f411e,Male,37,Toys,3,391.3,Credit Card,2024-01-29,Viaport Outlet
2721,1538026b-2110-4c36-a469-8c8f5755595f,65fc2e7a-4b46-4f42-abf0-2f7eb0f90169,Female,26,Clothing,8,458.13,Cash,2024-10-28,Cevahir AVM
2722,722e2bd4-affe-42fe-bf91-9509a988f2eb,fc6bdd69-f60a-4b4a-830f-f0565b8300fb,Male,64,Electronics,3,261.69,Credit Card,2023-09-29,Metropol AVM
2723,abdba4b3-6dce-4345-8743-fb0547ad8c19,3ac76429-86de-4e9b-964c-5d860fc2c56b,Male,44,Sports,8,54.33,Credit Card,2024-07-21,Istinye Park
2724,da8bfdbd-249a-46dc-a0ad-2d600ce93a91,c82e077a-cc92-4d4d-a4cf-233a9ca21130,Male,67,Toys,5,769.15,Debit Card,2024-11-27,Istinye Park
2725,422303fc-eff0-41f2-bd7d-058384dc5c45,e07f5738-4129-4afa-a998-03914e36bbd8,Female,58,Electronics,5,871.78,Online,2023-12-09,Metropol AVM
2726,8a4a00fc-bd68-4181-b431-cbac0b856dce,5472fd06-c8a0-4555-a077-b2ccb95e04e7,Male,67,Home & Garden,9,461.69,Debit Card,2024-12-19,Forum Istanbul
2727,af329ec2-f618-4f2d-938e-ec791145da7b,9cfd44bc-268e-4874-9f2f-4b75cdcdc26f,Female,49,Toys,3,128.35,Credit Card,2024-07-02,Istinye Park
2728,7a210c69-85b8-4cfb-961c-210d792636a6,23b9dfbb-a39b-48b5-8dc3-07b4169e0fbc,Female,68,Clothing,4,314.59,Debit Card,2024-03-22,Viaport Outlet
2729,29f9489f-cadc-413b-a241-c79993f7f38d,fd8bbe36-c662-4858-928b-9ec5eb243173,Male,64,Clothing,10,87.28,Cash,2024-02-10,Mall of Istanbul
2730,76e5886d-8d10-41bc-99e4-adbfb0bf4176,bb15b857-d2b4-4e61-851d-34502c429941,Female,65,Home & Garden,6,793.55,Credit Card,2023-05-29,Istinye Park
2731,190646df-b6e0-4b03-bcf0-a5d366571a7f,00d4de06-f9da-4640-8ad9-f9e591251e4d,Male,24,Clothing,10,549.92,Credit Card,2024-01-14,Zorlu Center
2732,0fef7a7f-9527-4675-985b-d640ad4bb2dc,d0054eff-2361-45e0-a7d1-fead1486d21c,Female,60,Home & Garden,1,996.43,Online,2023-08-17,Metropol AVM
2733,f95b5f59-860b-4ea0-a06a-a7b55ed8dd0f,fe5793b8-4dff-40f6-93ae-9885d0245a4e,Male,23,Home & Garden,6,800.93,Online,2024-09-27,Istinye Park
2734,d157f62a-2877-4115-af5a-a4b64dc69175,980b782e-a072-45db-a9bf-b1cead47f230,Female,35,Toys,4,288.0,Debit Card,2024-05-05,Istinye Park
2735,75d47566-33e5-4840-8035-7ecad54dc1c8,21863b30-8408-4a7b-8c68-1eabd360c4f3,Male,58,Home & Garden,10,655.74,Cash,2023-03-10,Istinye Park
2736,3858bc85-27ba-4b5a-a965-ae383c388797,f0fa8a1f-3b5e-47f5-aa3b-912b475b9ae3,Female,32,Sports,10,724.47,Credit Card,2023-01-06,Istinye Park
2737,9b099910-a723-4c3d-8a46-9cb3322ad44e,5ea705c9-1bd2-4e22-b667-14f56a60fee2,Male,60,Clothing,5,825.86,Debit Card,2024-10-28,Cevahir AVM
2738,d1189924-38f5-4f86-837f-7cb8b77a1a10,816b87d5-d6a6-4c4a-a8e1-bfb7920aa0fc,Female,53,Clothing,1,400.86,Credit Card,2023-04-26,Istinye Park
2739,6266656e-d260-4c71-8573-575cd8b262ea,2117f240-0d0f-41fd-992d-61e9c91364e1,Male,37,Toys,8,611.97,Online,2024-09-04,Istinye Park
2740,8db255fc-2c47-4310-a185-ca998eb3b60e,0015cdb4-acd5-4518-80c3-ab9a1c5962e2,Male,32,Toys,7,896.54,Online,2023-10-14,Viaport Outlet
2741,3ffa3de2-00f7-472c-b7b9-cb8495c4ce17,d47cfb64-d023-454c-be4a-b486a6d49524,Male,45,Toys,9,554.28,Cash,2024-01-20,Cevahir AVM
2742,c81b364b-2833-4b84-a9a5-e5d0986cc2df,2f91eccc-b6d6-42c9-8cb5-efc9e77f7272,Female,30,Toys,10,649.94,Online,2024-01-25,Viaport Outlet
2743,3c26ed63-5e9f-4d45-b95c-d295cd2322be,c21fc4f1-9741-48e4-a813-847b689262c7,Male,46,Home & Garden,3,13.27,Online,2023-06-08,Metropol AVM
2744,4fd00d15-6ab8-45a2-ac9e-2eb7620e103d,e9757084-4fb5-4be4-9057-437329719a35,Female,56,Clothing,5,305.92,Online,2023-11-20,Kanyon
2745,82206940-e542-4981-a2dc-9fd46d960465,2e9eecbd-108b-404a-b9b1-5ce1a2b65223,Female,34,Electronics,6,160.37,Credit Card,2023-09-04,Kanyon
2746,5659926f-b378-433f-89a5-4bafb9db137b,12668b9b-2fa5-4179-a8cf-a5a8b93f121a,Female,21,Clothing,9,794.09,Debit Card,2023-06-12,Forum Istanbul
2747,e7d056f6-671f-4cc7-9230-87f37b8188d3,d3164119-1d81-4e98-8fd7-6a40e0a6b2cb,Female,40,Home & Garden,2,117.94,Credit Card,2024-04-09,Forum Istanbul
2748,40f19178-b844-4aae-81f1-03801e3fe97f,06241e87-987f-4f65-b864-1929c8033a71,Female,25,Sports,8,805.92,Online,2024-06-15,Istinye Park
2749,84183e74-8d96-48b4-907f-266bcf340128,8dd7554a-68a0-44d7-a814-5c3b95799d01,Male,46,Electronics,5,679.05,Online,2024-01-21,Kanyon
2750,c9566451-29a1-4d66-9385-8fbf244659c1,b78e743a-0d25-49c7-91cb-019db4ea5377,Male,54,Home & Garden,7,156.58,Cash,2024-08-23,Kanyon
2751,160ccf54-e8bc-455b-bf50-7f3b033f1489,96534f96-a873-46a9-ab9c-684988655aa2,Male,28,Home & Garden,9,557.97,Online,2023-09-25,Istinye Park
2752,3ea782a6-c622-4871-ad27-25de4ab9cf96,a397e389-4f17-4686-a243-97142eb2588f,Female,58,Home & Garden,6,307.65,Credit Card,2024-11-30,Metrocity
2753,52f8ba25-cef6-4922-ab22-0e4fb8ced553,dd08177e-6e2e-4eee-a6a0-03857f4a5620,Male,55,Home & Garden,8,845.84,Cash,2024-03-14,Istinye Park
2754,0b5f6089-702e-4571-9d27-1ec757e819b1,8ec015ec-a16b-402f-b895-1cf178de1e9f,Male,30,Electronics,4,304.24,Online,2024-12-05,Cevahir AVM
2755,591be5f8-81eb-4d4a-af36-dbff8667d395,bcef32a1-2d5d-4771-bed2-d0134e61f4ac,Male,53,Electronics,5,448.5,Debit Card,2024-09-06,Metropol AVM
2756,29eab532-6cf6-4666-bdb5-7e0175174431,3c7f7489-300f-4e07-b224-95d171d4fcd9,Male,48,Home & Garden,4,503.16,Debit Card,2024-03-05,Istinye Park
2757,2ff7a3f7-e19c-4222-b2b0-fac2f7677da2,15be4b55-d52b-49ea-86b4-84de9b97ac19,Female,28,Toys,8,540.73,Cash,2024-05-15,Metrocity
2758,0e5accd0-5e87-4688-a4cc-692ef1e69303,ad0eccaa-58c0-4bf6-b9ca-180ebe329139,Male,48,Clothing,2,766.33,Cash,2024-09-20,Zorlu Center
2759,b89efabc-7061-4f56-87e9-0b92c6b508e4,b248cebf-5468-4fab-891f-c3b532a1d112,Female,64,Clothing,5,956.4,Credit Card,2024-02-21,Metropol AVM
2760,3e8e4481-9814-41e8-a12d-8abdc003e77c,1f91e807-567c-4e6b-876d-db84e2ed26e0,Male,36,Home & Garden,3,466.1,Credit Card,2024-08-03,Kanyon
2761,e8017407-2019-4419-8ca9-30be550ad627,62eb3139-0ed8-4cdb-9383-9dece4de8f02,Male,42,Electronics,10,524.85,Online,2024-10-02,Istinye Park
2762,0c0d7c33-7d25-4f6d-a1d1-d0f5ca995339,f7dbc71d-7026-4592-bc87-461b635cbe11,Male,26,Clothing,2,781.42,Debit Card,2024-09-19,Istinye Park
2763,83842e0f-95bb-48ca-80fc-ee987d779205,7823a51f-f634-4116-afef-8e249cbb87cc,Female,57,Toys,2,311.66,Debit Card,2023-01-20,Istinye Park
2764,69be59ed-1479-4c89-934c-79f01d166d4b,1ada0415-b7f4-4d64-9105-fbbedad9726d,Male,42,Sports,3,448.1,Credit Card,2024-02-08,Kanyon
2765,b6afa6bd-adaf-4283-95a9-3e1322ee7559,45f64412-5bf2-43cf-ad86-d131a99abb69,Male,22,Sports,5,370.57,Credit Card,2024-07-24,Metropol AVM
2766,76b78d2d-a1ae-47e6-98d3-9faf9431b744,7b407626-b135-4c0f-9df9-6d6de84a0244,Female,47,Home & Garden,9,111.52,Online,2024-10-05,Metropol AVM
2767,97bdd066-8b52-47a0-9d9d-2b6415e98772,b34ef62d-088a-49b7-9da3-bceffb342b18,Male,25,Toys,7,359.2,Debit Card,2024-12-02,Istinye Park
2768,a0fab813-755a-4758-96dd-46db603935eb,2634beb0-20db-40e7-a283-f1c709d6d653,Female,65,Clothing,8,835.24,Cash,2023-01-30,Kanyon
2769,3bab65fe-454f-417e-ae3e-489340e4744a,9e538dce-734c-43ab-93a5-65a07022a60c,Male,59,Electronics,2,265.14,Cash,2024-11-12,Cevahir AVM
2770,77d63be4-c80f-40c0-ad95-c88daa3cd95c,3416423d-0eb2-492f-b826-3b3b497b9eea,Male,37,Toys,2,320.81,Online,2023-02-18,Istinye Park
2771,3bbd5b3b-a962-4db6-bd51-bd43221f56ae,350d1ac9-fe66-458e-80d0-0669f39b69b0,Male,29,Clothing,10,954.54,Debit Card,2023-05-12,Metrocity
2772,ea00efe8-ee82-4735-a34c-19702453d24f,07767be2-e784-4823-9b91-a2e87af9cdcc,Male,31,Clothing,9,689.33,Debit Card,2024-01-05,Kanyon
2773,0497babe-6313-460b-aaff-eabd72f97c08,970d2837-081a-4d8d-8c08-fddb899e4535,Female,25,Home & Garden,6,622.8,Cash,2023-05-23,Istinye Park
2774,95214b74-d836-40f8-bc31-3bcc66669192,13149d52-de3e-4e33-b32a-06a0b23adecb,Male,40,Home & Garden,2,573.44,Online,2024-07-19,Kanyon
2775,0e5337c2-1402-4264-b018-b3758d0a5d5f,aca4545f-46e9-498f-87da-180f041f58bd,Female,24,Electronics,3,754.96,Cash,2024-02-08,Metrocity
2776,b10fae13-9a57-4bc9-b3cc-2ede3f5cf20e,80d69a0c-c91e-40bd-b67e-45874af8bc8a,Male,43,Toys,4,124.05,Online,2023-10-01,Kanyon
2777,73a2c8aa-2241-443f-b67a-3e7edf8542fe,f6259501-77c7-4598-ad5a-85ea277bbe45,Male,51,Electronics,6,175.83,Credit Card,2024-06-06,Cevahir AVM
2778,7b670d87-ca16-4de2-9c6a-dc4671179391,6d90b9ad-5d1d-44a3-8285-100f657abe1b,Female,27,Clothing,2,31.85,Cash,2024-05-03,Istinye Park
2779,e8df788b-580f-4d96-b165-592427468ae3,8faf54bb-c748-48d5-98e3-8d09e7ad4e46,Male,68,Toys,5,148.04,Online,2023-10-04,Cevahir AVM
2780,a659442f-e9ba-4ad5-8960-c9efd27f7149,1061411b-7743-440a-9390-a0822a78789a,Female,47,Clothing,6,416.95,Online,2024-12-01,Metropol AVM
2781,54cb9843-02b3-441f-9c3a-b37650adae4f,3c377a2c-049b-45a8-9f52-25656c63542c,Male,53,Clothing,8,412.47,Credit Card,2023-06-17,Kanyon
2782,01e6e61c-d951-4fd4-a462-d2d94a44914e,06c18d4e-883c-4de9-9d0f-975777f11108,Female,62,Clothing,6,368.55,Credit Card,2024-12-03,Istinye Park
2783,ef4e2635-a78e-428c-9a3f-d2fd3d46b3d3,f0411441-bce2-4b23-bb38-d7ab3d8e19cf,Male,23,Toys,6,236.72,Debit Card,2023-04-29,Metropol AVM
2784,9331b690-a039-4863-b404-cfe925f1825a,1e1ed162-241a-492d-8c1e-87ad1b7eda74,Female,43,Electronics,9,827.2,Debit Card,2024-06-30,Viaport Outlet
2785,74aa479c-01e3-44e1-b09a-6e672a68e13c,9077dee7-333c-4f44-9f6a-b1e8804ada64,Male,43,Electronics,2,683.99,Credit Card,2024-11-08,Metropol AVM
2786,9665430f-2931-4a73-99b6-5147c9ef8f5d,a28c236c-c5ea-4b6c-aebe-3cd5f218e6f8,Female,20,Home & Garden,9,587.75,Debit Card,2024-01-16,Metropol AVM
2787,da94c498-a29c-4c9e-964f-8d5d163d43eb,24942909-c6fe-4c7b-a518-2144ca33c6cb,Male,51,Sports,3,812.76,Credit Card,2024-06-04,Istinye Park
2788,37a93e0a-3446-4744-a3e0-dae910347c5e,46bd7526-0309-437a-8efc-ee68fcdccba6,Female,34,Electronics,2,683.36,Online,2023-05-29,Cevahir AVM
2789,5a3dc517-f340-41f2-be59-69cc9c5fe3c6,4064bd68-65f4-4900-8fdf-d7ef222e416f,Male,26,Clothing,8,788.92,Credit Card,2023-04-23,Cevahir AVM
2790,d9a43440-307c-458f-9a04-890ac9a4ae72,16f19c53-2941-4ed7-bad3-24be2b33de39,Male,19,Sports,1,180.05,Cash,2023-09-04,Metropol AVM
2791,87de861e-29cf-4662-a64d-2da9fcacab7c,003d6443-22bb-4f41-8b6b-59fbda2445d7,Female,59,Clothing,5,702.76,Credit Card,2023-02-16,Cevahir AVM
2792,b5b5a54f-4239-43b7-9595-87250691374d,48fb1b83-fcf6-4b05-ab81-b90f1900f3a3,Male,18,Electronics,2,562.52,Credit Card,2023-04-15,Istinye Park
2793,523f7fd2-2d97-4029-b892-46149d69fc01,82979466-0a28-4d7e-bcef-5a9e17eec360,Female,51,Electronics,4,376.05,Debit Card,2024-01-24,Forum Istanbul
2794,ed9ce764-e14d-497e-8b22-c10bf45b749e,664c760d-ca35-492c-af56-45e0e4ac9141,Male,58,Toys,2,362.57,Credit Card,2023-02-02,Istinye Park
2795,c535acb1-5186-4ea9-b236-822d5e043a97,af05739e-31bd-4e25-af18-99cb1d4d97b8,Male,47,Toys,1,978.32,Credit Card,2023-10-21,Istinye Park
2796,1eab6718-eb54-498d-8a62-02859deb897f,c57f419c-3298-4bfe-9bf9-d5a960ef6ad9,Male,29,Toys,10,68.04,Online,2023-12-16,Kanyon
2797,36d2ab79-acce-4e40-9616-6689c410db38,86edc389-1231-430d-aeb6-98b808f34cbd,Female,19,Electronics,9,384.38,Online,2023-05-26,Viaport Outlet
2798,d50a3b44-4f3c-4334-aa1b-0a01cec5695c,07f0d320-6994-499d-9035-7f9cf85b28ee,Male,37,Toys,2,582.78,Credit Card,2023-06-21,Cevahir AVM
2799,1e154e5e-909d-44fe-907e-993bcdc4fbdf,98c6d3f4-ebab-428f-8a6e-3a9cf6826ae7,Female,47,Electronics,3,745.6,Online,2024-05-31,Kanyon
2800,3ab5df88-baf7-4e5c-8730-558b57266a1b,bd91ce4b-9488-4dde-ade9-dab1034bb7e7,Female,23,Toys,9,208.04,Credit Card,2024-05-03,Metropol AVM
2801,87919e03-c021-4659-89ab-bfcbc585f9fa,1e7fa9bd-bfe4-4fab-babe-1553a87fe233,Female,29,Electronics,9,616.7,Debit Card,2024-04-12,Kanyon
2802,51ab51d1-7844-4335-be7b-1a255dcb9e48,a4e58c48-c050-4a6d-9d82-836e6eeb1154,Male,54,Electronics,6,882.74,Cash,2023-11-19,Istinye Park
2803,dd56e0e6-7f92-48b2-bb26-047032cb7b0a,051322f7-afe8-4039-963c-ab8e0b093bfd,Female,61,Sports,7,343.28,Online,2023-10-14,Istinye Park
2804,af98a10b-11fe-4be7-85ec-ec8a861004d0,304f249b-1a3d-4d87-a9de-c178711747d8,Female,36,Clothing,1,757.53,Cash,2024-01-01,Istinye Park
2805,f7cc4c10-5f8f-484b-af76-79a28f20b601,58b97bbd-74d3-4b50-a731-ad898f5860ae,Male,49,Sports,8,425.06,Debit Card,2024-03-08,Kanyon
2806,88156bf7-ec17-4144-ad16-fa9c090c65fd,d6fbc51b-c171-4e77-9c82-def0b2b63f04,Male,38,Clothing,2,100.68,Online,2023-09-05,Metrocity
2807,7e3a8851-06bf-4433-9672-b718ef9dee8a,60c24da2-b57e-499d-a5b4-af6e436ad1d4,Male,20,Home & Garden,10,727.03,Credit Card,2023-03-08,Kanyon
2808,5db6598b-56dc-458e-a0c1-6ecbfee19a0f,05212a0b-8129-419e-95da-4800625cc866,Male,24,Clothing,8,279.77,Credit Card,2023-05-14,Kanyon
2809,36cb2ac1-8942-4b68-92f2-f22be2f1544f,f66e0f4c-4cd4-40c4-91a4-eaad3730ae5e,Male,66,Home & Garden,4,194.1,Online,2023-10-15,Cevahir AVM
2810,db1ab2ab-e92c-425e-aca9-f3d0a2e0aa29,f2e988b3-aca7-465b-8480-aa7b5164fdf3,Female,62,Home & Garden,6,429.44,Online,2023-07-08,Cevahir AVM
2811,be221953-0e8c-46ab-a304-7727d2a22d88,864d9a3d-d642-47a7-bdb7-b2bf40a3b3ba,Female,62,Electronics,9,158.64,Debit Card,2023-06-16,Cevahir AVM
2812,275f8926-d8f9-41dc-aaf8-de9c8aba209d,f3445d58-29e2-4b37-9b6d-c530835c09ff,Male,49,Toys,3,688.8,Online,2023-07-16,Viaport Outlet
2813,905641ae-c442-40fe-88f1-d48da5493caa,e6d868d6-de87-43bc-9961-fca310b6a1c8,Female,63,Sports,2,878.18,Online,2024-01-18,Metrocity
2814,14a8a3cd-d049-4396-8e94-5781fa079c18,87e900ee-9d2c-4a29-b124-18130c3bb80a,Female,33,Toys,4,388.07,Online,2023-12-09,Istinye Park
2815,e427b158-f92f-43e4-9ceb-7852d458b72a,4b808407-ae31-4b12-9688-cfa8bc80876b,Male,57,Sports,3,933.97,Debit Card,2024-11-11,Istinye Park
2816,5e505721-b2b8-4380-98f1-49724bfd1b24,0824b4be-6370-47dd-bfbd-1344b36275a7,Female,56,Sports,1,167.72,Online,2024-06-19,Metropol AVM
2817,783d65d8-55f6-4c73-8fa5-45762737b671,691eaf3c-b061-4fb9-bd5c-d8e35e18c984,Female,59,Clothing,4,63.04,Credit Card,2023-05-12,Forum Istanbul
2818,b8f2fadd-e579-452b-8974-c15636100266,db943cc5-908f-433d-a046-7c4b45cf0507,Male,59,Sports,9,139.55,Online,2024-08-15,Istinye Park
2819,2e6a57ed-2c4c-44a2-8c36-e979e0faa327,1ee0f5a6-e0f4-4f79-9376-43a9da4f73c6,Male,25,Toys,3,218.75,Online,2023-09-14,Forum Istanbul
2820,d21ce1e2-23b8-4bd3-a296-93e56c046548,c33030a5-7cd0-4c2d-a4d7-74ec416f5129,Male,29,Clothing,5,812.04,Online,2023-10-19,Metropol AVM
2821,6762b253-028f-40ba-9022-3fce19064dfd,29e389cb-93ec-4891-a869-e804e8fad4d6,Male,59,Home & Garden,10,332.66,Online,2023-05-28,Metropol AVM
2822,ccd4c6fd-40ee-4754-8176-c6203decc5ec,ed164e88-f900-4d25-9ce2-80c939f41433,Male,68,Sports,2,214.35,Online,2023-01-05,Kanyon
2823,1353489d-ac66-4224-8485-7f5cd3e1b8ac,067316f0-1be4-45b2-bd10-f3354042405b,Female,19,Clothing,1,666.88,Online,2023-03-01,Istinye Park
2824,56def8cc-1906-4f4b-8c43-ac41f2dd9099,26506b1f-a935-4239-931e-9883a08e0467,Female,60,Electronics,9,662.92,Online,2024-09-26,Kanyon
2825,51f64d50-79b4-46f5-976f-cd1c87ca4657,823ec128-7282-4e41-b378-9a94c4a0bb4e,Male,24,Electronics,9,87.59,Online,2024-09-21,Istinye Park
2826,7c39f494-0cab-4f3b-a6fe-63a30c951f75,f188c0e3-3bf6-41e1-8cb8-c3c4d94ba730,Female,25,Home & Garden,5,820.47,Online,2023-07-22,Istinye Park
2827,d3d158a9-4460-496e-9268-010f8993c857,6ff06b9d-1847-42df-982a-755060f16699,Female,67,Toys,2,569.5,Online,2024-05-19,Metropol AVM
2828,d813d7bf-3849-413a-b6f6-5f71cf19907b,75c93109-9e9e-44d4-a81f-95282b5d0cba,Female,23,Sports,9,358.79,Debit Card,2024-09-10,Viaport Outlet
2829,3d342403-191f-4266-9a1f-546fd570de6e,351e1af8-55b8-4313-949a-43614b55e2ec,Male,20,Electronics,8,225.94,Online,2024-07-16,Metropol AVM
2830,e60f2069-8804-4776-ba76-e9ddf586914e,cfbdd333-3a3a-442e-818d-d7ac5c477398,Male,39,Home & Garden,7,342.0,Debit Card,2024-07-13,Istinye Park
2831,07c40acf-cfcd-4073-85d0-4958cca70738,68d66dd6-e8f6-47bb-9cb2-9188812dfd8b,Female,64,Clothing,4,290.45,Credit Card,2023-11-30,Istinye Park
2832,4ded0e41-68db-4c03-b591-b1f0608a30f0,b24faa85-8b3b-464f-b9ac-1a0db34178aa,Male,43,Home & Garden,9,573.63,Online,2024-11-22,Metropol AVM
