invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
INV1686,CUST1686,Male,43,Clothing,7,146.8664151,Cash,26-07-2023,Forum Istanbul
INV1687,CUST1687,Female,25,Electronics,7,91.93374822,Cash,24-03-2024,Cevahir AVM
INV1688,CUST1688,Male,21,Home & Garden,4,32.66470736,Credit Card,24-01-2023,Cevahir AVM
INV1689,CUST1689,Male,50,Clothing,1,53.62206024,Credit Card,17-07-2023,Istinye Park
INV1690,CUST1690,Female,46,Electronics,9,31.3169708,Debit Card,15-10-2023,Emaar Square Mall
INV1691,CUST1691,Female,30,Sports,9,301.8837525,Debit Card,04-02-2023,Mall of Istanbul
INV1692,CUST1692,Male,42,Home & Garden,9,272.0033583,Debit Card,27-06-2023,Istinye Park
INV1693,CUST1693,Female,24,Toys,1,218.1966579,Cash,01-12-2023,Viaport Outlet
INV1694,CUST1694,Female,19,Clothing,1,440.9216405,Credit Card,01-12-2023,Metropol AVM
INV1695,CUST1695,Male,27,Electronics,4,482.2906775,Debit Card,07-08-2024,Forum Istanbul
INV1696,CUST1696,Male,18,Home & Garden,5,489.6754059,Credit Card,04-05-2023,Zorlu Center
INV1697,CUST1697,Female,48,Home & Garden,3,499.1385738,Credit Card,05-11-2023,Emaar Square Mall
INV1698,CUST1698,Male,26,Clothing,7,198.3302718,Credit Card,23-09-2023,Mall of Istanbul
INV1699,CUST1699,Female,18,Home & Garden,9,158.8692627,Debit Card,06-04-2023,Metrocity
INV1700,CUST1700,Male,38,Home & Garden,3,94.87556141,Cash,10-09-2024,Emaar Square Mall
INV1701,CUST1701,Female,33,Home & Garden,7,301.2675141,Debit Card,06-05-2023,Cevahir AVM
INV1702,CUST1702,Male,31,Electronics,6,357.593258,Credit Card,20-11-2023,Istinye Park
INV1703,CUST1703,Male,34,Sports,5,26.19678724,Cash,17-03-2023,Viaport Outlet
INV1704,CUST1704,Female,46,Electronics,3,134.5243551,Debit Card,04-04-2024,Emaar Square Mall
INV1705,CUST1705,Female,63,Home & Garden,6,181.2793439,Debit Card,06-11-2023,Emaar Square Mall
INV1706,CUST1706,Male,25,Clothing,6,362.1537821,Cash,08-06-2023,Istinye Park
INV1707,CUST1707,Male,31,Toys,8,418.2225933,Cash,25-04-2024,Mall of Istanbul
INV1708,CUST1708,Male,48,Clothing,8,301.7291059,Cash,27-08-2024,Istinye Park
INV1709,CUST1709,Male,36,Toys,3,229.8311214,Credit Card,26-07-2023,Mall of Istanbul
INV1710,CUST1710,Male,21,Home & Garden,3,131.0041462,Credit Card,19-10-2023,Metrocity
INV1711,CUST1711,Male,33,Clothing,5,36.12375006,Debit Card,02-10-2023,Mall of Istanbul
INV1712,CUST1712,Male,18,Home & Garden,9,204.6864538,Cash,13-01-2024,Forum Istanbul
INV1713,CUST1713,Male,31,Clothing,8,122.8706264,Credit Card,27-02-2023,Kanyon
INV1714,CUST1714,Male,34,Electronics,4,338.9811892,Cash,10-07-2024,Istinye Park
INV1715,CUST1715,Female,58,Home & Garden,6,35.18382026,Debit Card,14-10-2023,Kanyon
INV1716,CUST1716,Female,39,Clothing,7,217.9002529,Debit Card,04-11-2023,Viaport Outlet
INV1717,CUST1717,Female,20,Electronics,8,212.1270642,Debit Card,04-07-2024,Metrocity
INV1718,CUST1718,Female,40,Sports,1,177.9487519,Debit Card,18-01-2023,Emaar Square Mall
INV1719,CUST1719,Male,26,Home & Garden,2,228.8191644,Credit Card,31-01-2023,Zorlu Center
INV1720,CUST1720,Female,25,Home & Garden,4,492.2381333,Credit Card,02-04-2023,Forum Istanbul
INV1721,CUST1721,Female,21,Clothing,7,449.2320687,Cash,19-10-2023,Metrocity
INV1722,CUST1722,Male,48,Sports,9,447.0300639,Cash,24-10-2023,Metropol AVM
INV1723,CUST1723,Female,27,Electronics,8,161.2436331,Credit Card,11-08-2023,Metrocity
INV1724,CUST1724,Female,52,Electronics,8,136.4103298,Debit Card,17-09-2024,Kanyon
INV1725,CUST1725,Male,23,Electronics,4,226.9957761,Debit Card,27-06-2024,Zorlu Center
INV1726,CUST1726,Female,43,Clothing,1,174.2287923,Debit Card,22-04-2023,Cevahir AVM
INV1727,CUST1727,Male,20,Electronics,7,104.5454598,Credit Card,12-06-2023,Istinye Park
INV1728,CUST1728,Female,36,Home & Garden,5,459.0385896,Cash,19-11-2023,Kanyon
INV1729,CUST1729,Male,63,Clothing,3,212.8487959,Cash,05-08-2024,Viaport Outlet
INV1730,CUST1730,Female,52,Electronics,4,374.7987062,Cash,18-12-2023,Forum Istanbul
INV1731,CUST1731,Male,31,Electronics,4,102.2572685,Credit Card,24-01-2024,Cevahir AVM
INV1732,CUST1732,Male,35,Toys,8,91.15435743,Cash,16-02-2024,Zorlu Center
INV1733,CUST1733,Female,19,Sports,5,152.2046262,Credit Card,29-08-2024,Istinye Park
INV1734,CUST1734,Female,18,Toys,9,76.86031234,Cash,09-09-2023,Kanyon
INV1735,CUST1735,Male,43,Home & Garden,7,188.0560217,Debit Card,12-07-2023,Forum Istanbul
INV1736,CUST1736,Female,41,Sports,9,271.0969083,Credit Card,21-03-2024,Istinye Park
INV1737,CUST1737,Female,33,Home & Garden,3,458.450045,Credit Card,10-05-2024,Istinye Park
INV1738,CUST1738,Female,26,Clothing,1,164.22611,Credit Card,04-05-2023,Zorlu Center
INV1739,CUST1739,Male,41,Clothing,1,138.7909052,Debit Card,09-06-2024,Istinye Park
INV1740,CUST1740,Female,54,Clothing,3,79.3359138,Cash,28-02-2023,Emaar Square Mall
INV1741,CUST1741,Male,52,Electronics,7,307.0038045,Cash,23-09-2023,Viaport Outlet
INV1742,CUST1742,Male,35,Sports,5,157.7343505,Credit Card,20-03-2023,Viaport Outlet
INV1743,CUST1743,Male,44,Electronics,6,165.8964313,Cash,21-03-2024,Metropol AVM
INV1744,CUST1744,Male,36,Toys,1,497.0967703,Cash,02-01-2023,Forum Istanbul
INV1745,CUST1745,Male,42,Sports,4,439.7698206,Debit Card,30-01-2024,Istinye Park
INV1746,CUST1746,Male,33,Toys,6,470.0814765,Cash,15-05-2024,Kanyon
INV1747,CUST1747,Male,53,Sports,7,50.37367312,Cash,21-09-2023,Cevahir AVM
INV1748,CUST1748,Male,51,Toys,9,151.1625784,Credit Card,15-03-2024,Metropol AVM
INV1749,CUST1749,Male,22,Toys,6,434.5554183,Credit Card,20-08-2023,Kanyon
INV1750,CUST1750,Female,18,Toys,6,437.5900066,Credit Card,22-09-2023,Metrocity
INV1751,CUST1751,Male,30,Sports,5,256.0214004,Credit Card,08-10-2023,Viaport Outlet
INV1752,CUST1752,Male,19,Sports,7,280.198499,Credit Card,24-03-2024,Zorlu Center
INV1753,CUST1753,Male,59,Clothing,7,286.6843246,Cash,18-05-2023,Cevahir AVM
INV1754,CUST1754,Female,20,Sports,4,464.8576642,Credit Card,18-02-2024,Emaar Square Mall
INV1755,CUST1755,Female,52,Toys,7,385.5205229,Debit Card,12-03-2023,Zorlu Center
INV1756,CUST1756,Male,22,Toys,9,326.756766,Credit Card,04-03-2024,Metrocity
INV1757,CUST1757,Male,30,Toys,8,490.6409279,Credit Card,22-03-2023,Forum Istanbul
INV1758,CUST1758,Male,57,Electronics,9,442.2807123,Credit Card,25-05-2024,Kanyon
INV1759,CUST1759,Male,49,Sports,3,465.2735215,Debit Card,12-03-2024,Mall of Istanbul
INV1760,CUST1760,Female,42,Home & Garden,4,291.032764,Debit Card,08-01-2024,Cevahir AVM
INV1761,CUST1761,Female,37,Toys,4,251.0214628,Credit Card,22-01-2023,Emaar Square Mall
INV1762,CUST1762,Female,36,Toys,7,331.3235804,Cash,21-03-2024,Forum Istanbul
INV1763,CUST1763,Female,22,Electronics,7,247.0252397,Debit Card,21-06-2024,Zorlu Center
INV1764,CUST1764,Female,54,Electronics,4,437.6956468,Debit Card,29-08-2024,Mall of Istanbul
INV1765,CUST1765,Male,44,Sports,9,13.84461136,Credit Card,02-03-2023,Viaport Outlet
INV1766,CUST1766,Female,25,Electronics,7,186.7741336,Cash,23-03-2024,Viaport Outlet
INV1767,CUST1767,Female,51,Sports,1,360.4487661,Cash,16-09-2024,Kanyon
INV1768,CUST1768,Male,25,Toys,7,318.4694132,Debit Card,09-06-2023,Kanyon
INV1769,CUST1769,Male,49,Home & Garden,1,467.0599563,Credit Card,30-11-2023,Forum Istanbul
INV1770,CUST1770,Female,64,Home & Garden,9,18.56288997,Cash,02-04-2024,Mall of Istanbul
INV1771,CUST1771,Male,61,Toys,6,99.19704629,Credit Card,12-04-2024,Cevahir AVM
INV1772,CUST1772,Male,26,Home & Garden,1,483.8874021,Credit Card,01-08-2024,Istinye Park
INV1773,CUST1773,Male,43,Electronics,2,346.1133978,Cash,06-12-2023,Forum Istanbul
INV1774,CUST1774,Male,39,Clothing,1,79.77265419,Credit Card,14-07-2024,Cevahir AVM
INV1775,CUST1775,Male,24,Sports,5,162.6756966,Debit Card,20-04-2023,Forum Istanbul
INV1776,CUST1776,Male,31,Electronics,5,77.57867553,Debit Card,09-09-2024,Viaport Outlet
INV1777,CUST1777,Male,41,Sports,9,311.1366017,Debit Card,08-02-2023,Kanyon
INV1778,CUST1778,Female,41,Clothing,7,429.1148846,Debit Card,16-03-2024,Metrocity
INV1779,CUST1779,Female,36,Clothing,3,273.6216777,Credit Card,22-03-2024,Metrocity
INV1780,CUST1780,Female,44,Home & Garden,2,494.7543274,Debit Card,05-06-2023,Mall of Istanbul
INV1781,CUST1781,Male,49,Toys,4,213.0991632,Cash,18-12-2023,Viaport Outlet
INV1782,CUST1782,Male,54,Clothing,7,328.8783177,Cash,05-08-2024,Viaport Outlet
INV1783,CUST1783,Male,31,Electronics,1,350.6394599,Cash,18-03-2024,Mall of Istanbul
INV1784,CUST1784,Male,21,Electronics,1,417.1952817,Credit Card,11-01-2024,Mall of Istanbul
INV1785,CUST1785,Male,34,Clothing,1,457.775635,Credit Card,16-02-2023,Metropol AVM
INV1786,CUST1786,Female,42,Electronics,3,279.9129068,Cash,15-11-2023,Zorlu Center
INV1787,CUST1787,Female,57,Sports,4,429.2491561,Debit Card,18-08-2023,Forum Istanbul
INV1788,CUST1788,Female,41,Clothing,2,128.3936847,Credit Card,21-02-2023,Viaport Outlet
INV1789,CUST1789,Female,24,Clothing,7,430.8249447,Credit Card,25-06-2024,Mall of Istanbul
INV1790,CUST1790,Female,18,Toys,9,174.5990933,Cash,17-06-2023,Kanyon
INV1791,CUST1791,Male,49,Sports,8,364.9202419,Credit Card,20-07-2023,Metropol AVM
INV1792,CUST1792,Female,61,Sports,1,44.50902308,Cash,18-04-2023,Zorlu Center
INV1793,CUST1793,Male,40,Toys,6,192.9730718,Debit Card,30-08-2023,Forum Istanbul
INV1794,CUST1794,Male,61,Home & Garden,7,467.1302914,Credit Card,26-05-2024,Emaar Square Mall
INV1795,CUST1795,Male,26,Home & Garden,5,404.4621024,Debit Card,18-10-2023,Viaport Outlet
INV1796,CUST1796,Male,50,Clothing,5,309.4717377,Debit Card,23-03-2024,Zorlu Center
INV1797,CUST1797,Female,62,Electronics,8,381.0194558,Cash,28-06-2024,Kanyon
INV1798,CUST1798,Female,49,Toys,1,21.48964577,Debit Card,25-03-2024,Metrocity
INV1799,CUST1799,Male,41,Clothing,9,474.5336468,Cash,13-05-2024,Istinye Park
INV1800,CUST1800,Male,37,Home & Garden,8,214.2325726,Debit Card,23-01-2023,Metropol AVM
INV1801,CUST1801,Male,52,Toys,4,459.6259135,Cash,02-01-2023,Metropol AVM
INV1802,CUST1802,Male,49,Home & Garden,6,310.3364357,Debit Card,23-02-2024,Metropol AVM
INV1803,CUST1803,Male,42,Electronics,9,73.42049592,Debit Card,02-08-2024,Emaar Square Mall
INV1804,CUST1804,Male,40,Toys,4,55.61249419,Cash,12-04-2023,Metrocity
INV1805,CUST1805,Female,24,Clothing,7,232.6182926,Cash,19-05-2023,Mall of Istanbul
INV1806,CUST1806,Female,42,Electronics,5,81.26589979,Credit Card,29-06-2024,Istinye Park
INV1807,CUST1807,Male,21,Home & Garden,1,99.83971411,Debit Card,10-01-2024,Emaar Square Mall
INV1808,CUST1808,Male,44,Sports,2,142.9912616,Credit Card,19-05-2024,Kanyon
INV1809,CUST1809,Female,23,Toys,6,275.4492084,Cash,11-03-2023,Istinye Park
INV1810,CUST1810,Male,54,Clothing,7,454.9660073,Debit Card,19-03-2024,Viaport Outlet
INV1811,CUST1811,Male,31,Toys,7,284.591685,Debit Card,10-06-2024,Istinye Park
INV1812,CUST1812,Female,61,Home & Garden,8,57.54168828,Debit Card,21-07-2023,Kanyon
INV1813,CUST1813,Female,22,Home & Garden,7,76.38190801,Cash,18-10-2023,Istinye Park
INV1814,CUST1814,Male,23,Clothing,8,277.633832,Debit Card,10-03-2023,Cevahir AVM
INV1815,CUST1815,Female,64,Electronics,1,340.5466836,Credit Card,09-08-2024,Metrocity
INV1816,CUST1816,Male,41,Sports,6,356.7844255,Cash,07-08-2024,Cevahir AVM
INV1817,CUST1817,Female,56,Home & Garden,5,456.4049952,Credit Card,29-03-2023,Viaport Outlet
INV1818,CUST1818,Male,23,Home & Garden,2,129.2869322,Debit Card,03-02-2023,Cevahir AVM
INV1819,CUST1819,Female,23,Electronics,6,411.4991284,Cash,08-05-2023,Metrocity
INV1820,CUST1820,Male,57,Clothing,4,359.23963,Debit Card,30-01-2024,Metropol AVM
INV1821,CUST1821,Female,50,Home & Garden,6,208.9557612,Cash,04-09-2023,Emaar Square Mall
INV1822,CUST1822,Male,46,Clothing,3,349.24119,Credit Card,23-09-2023,Kanyon
INV1823,CUST1823,Male,35,Home & Garden,2,350.7949576,Credit Card,21-09-2023,Metrocity
INV1824,CUST1824,Female,63,Home & Garden,8,407.2119984,Credit Card,28-07-2024,Istinye Park
INV1825,CUST1825,Female,28,Home & Garden,8,473.1495935,Credit Card,15-07-2024,Istinye Park
INV1826,CUST1826,Female,45,Electronics,9,419.5635748,Cash,27-01-2023,Mall of Istanbul
INV1827,CUST1827,Male,55,Toys,2,210.4766838,Debit Card,07-07-2024,Metrocity
INV1828,CUST1828,Male,50,Toys,4,57.9403739,Cash,03-07-2023,Kanyon
INV1829,CUST1829,Male,29,Toys,1,268.5572272,Debit Card,24-09-2023,Kanyon
INV1830,CUST1830,Male,40,Electronics,3,472.6017939,Debit Card,15-08-2024,Metrocity
INV1831,CUST1831,Male,58,Clothing,3,476.4190707,Credit Card,29-05-2023,Emaar Square Mall
INV1832,CUST1832,Female,37,Toys,6,463.2622331,Cash,07-01-2024,Zorlu Center
INV1833,CUST1833,Female,51,Sports,3,250.0450209,Debit Card,01-11-2023,Metropol AVM
INV1834,CUST1834,Male,25,Home & Garden,8,192.9783816,Credit Card,14-06-2024,Metrocity
INV1835,CUST1835,Male,54,Clothing,9,129.925092,Credit Card,19-03-2023,Mall of Istanbul
INV1836,CUST1836,Male,38,Sports,5,68.9300036,Credit Card,26-12-2023,Metrocity
INV1837,CUST1837,Female,34,Home & Garden,9,89.29293155,Credit Card,15-12-2023,Kanyon
INV1838,CUST1838,Female,47,Clothing,8,259.3352736,Cash,22-05-2024,Metrocity
INV1839,CUST1839,Male,23,Electronics,3,206.0115241,Cash,23-06-2023,Istinye Park
INV1840,CUST1840,Male,54,Home & Garden,8,137.4482811,Cash,24-05-2023,Forum Istanbul
INV1841,CUST1841,Male,62,Clothing,3,156.6722212,Credit Card,08-06-2024,Istinye Park
INV1842,CUST1842,Male,41,Sports,1,212.7493654,Cash,20-08-2024,Zorlu Center
INV1843,CUST1843,Male,22,Sports,8,240.152906,Credit Card,11-07-2024,Istinye Park
INV1844,CUST1844,Male,45,Electronics,1,113.4381369,Debit Card,11-06-2024,Metropol AVM
INV1845,CUST1845,Female,22,Clothing,7,103.433634,Debit Card,24-02-2023,Mall of Istanbul
INV1846,CUST1846,Male,48,Clothing,9,223.8465582,Debit Card,12-03-2023,Metropol AVM
INV1847,CUST1847,Female,58,Clothing,6,412.776881,Debit Card,09-01-2024,Istinye Park
INV1848,CUST1848,Female,50,Toys,5,13.71910369,Credit Card,27-04-2023,Viaport Outlet
INV1849,CUST1849,Female,19,Home & Garden,6,172.1799075,Credit Card,17-02-2024,Mall of Istanbul
INV1850,CUST1850,Male,47,Home & Garden,4,320.1129403,Debit Card,28-04-2024,Kanyon
INV1851,CUST1851,Male,63,Clothing,9,413.6996356,Debit Card,15-11-2023,Metrocity
INV1852,CUST1852,Female,64,Electronics,9,479.6113524,Debit Card,02-02-2024,Metropol AVM
INV1853,CUST1853,Female,57,Toys,2,220.9409022,Debit Card,07-07-2023,Kanyon
INV1854,CUST1854,Female,62,Clothing,5,196.9477835,Cash,30-11-2023,Mall of Istanbul
INV1855,CUST1855,Male,21,Electronics,1,343.2901428,Credit Card,07-03-2023,Istinye Park
INV1856,CUST1856,Female,43,Home & Garden,2,231.2744756,Debit Card,20-11-2023,Zorlu Center
INV1857,CUST1857,Female,63,Electronics,7,202.7926842,Credit Card,21-06-2023,Emaar Square Mall
INV1858,CUST1858,Male,39,Electronics,1,92.65895429,Credit Card,06-05-2024,Kanyon
INV1859,CUST1859,Female,39,Sports,2,117.0589618,Debit Card,19-12-2023,Mall of Istanbul
INV1860,CUST1860,Male,52,Sports,5,271.0609307,Credit Card,11-07-2023,Zorlu Center
INV1861,CUST1861,Female,52,Sports,2,406.4529213,Debit Card,04-06-2024,Metrocity
INV1862,CUST1862,Male,46,Electronics,2,212.0014611,Cash,24-11-2023,Metropol AVM
INV1863,CUST1863,Male,46,Electronics,6,457.0403216,Credit Card,13-06-2024,Forum Istanbul
INV1864,CUST1864,Male,55,Clothing,5,179.4198139,Cash,04-12-2023,Viaport Outlet
INV1865,CUST1865,Female,64,Electronics,2,104.6479158,Cash,18-09-2023,Istinye Park
INV1866,CUST1866,Male,34,Electronics,3,472.2232357,Credit Card,14-09-2024,Mall of Istanbul
INV1867,CUST1867,Male,22,Home & Garden,9,375.5130131,Debit Card,02-06-2023,Metrocity
INV1868,CUST1868,Male,62,Home & Garden,6,409.9110397,Debit Card,14-10-2023,Emaar Square Mall
INV1869,CUST1869,Male,46,Home & Garden,9,288.682383,Debit Card,31-01-2023,Zorlu Center
INV1870,CUST1870,Female,52,Electronics,9,98.63869235,Credit Card,12-06-2023,Istinye Park
INV1871,CUST1871,Male,35,Sports,2,219.5794255,Cash,23-04-2023,Emaar Square Mall
INV1872,CUST1872,Male,48,Toys,5,264.8593209,Debit Card,14-12-2023,Istinye Park
INV1873,CUST1873,Male,41,Clothing,4,15.83883221,Debit Card,31-10-2023,Emaar Square Mall
INV1874,CUST1874,Male,62,Toys,1,150.071504,Cash,12-09-2023,Zorlu Center
INV1875,CUST1875,Female,46,Clothing,8,129.6682518,Credit Card,19-08-2024,Emaar Square Mall
INV1876,CUST1876,Female,39,Sports,2,415.608892,Debit Card,30-11-2023,Istinye Park
INV1877,CUST1877,Male,31,Home & Garden,6,302.9752811,Debit Card,13-07-2024,Mall of Istanbul
INV1878,CUST1878,Male,53,Clothing,5,175.4142784,Credit Card,22-07-2024,Zorlu Center
INV1879,CUST1879,Female,38,Home & Garden,3,364.5475609,Debit Card,13-01-2024,Metrocity
INV1880,CUST1880,Female,54,Electronics,8,52.63758925,Cash,04-08-2024,Metrocity
INV1881,CUST1881,Male,64,Sports,2,137.8310915,Credit Card,14-03-2024,Viaport Outlet
INV1882,CUST1882,Female,45,Toys,6,10.74708736,Credit Card,12-05-2024,Kanyon
INV1883,CUST1883,Male,45,Sports,5,26.79859995,Debit Card,08-02-2024,Forum Istanbul
INV1884,CUST1884,Female,46,Clothing,4,225.8283331,Cash,19-10-2023,Emaar Square Mall
INV1885,CUST1885,Male,40,Toys,4,219.3149837,Cash,31-01-2024,Emaar Square Mall
INV1886,CUST1886,Female,33,Sports,1,308.2729335,Debit Card,25-08-2024,Mall of Istanbul
INV1887,CUST1887,Female,36,Electronics,2,81.33436733,Credit Card,06-09-2024,Istinye Park
INV1888,CUST1888,Male,35,Electronics,7,487.6177991,Credit Card,25-03-2024,Metrocity
INV1889,CUST1889,Male,18,Clothing,2,265.9817353,Debit Card,14-06-2024,Mall of Istanbul
INV1890,CUST1890,Female,39,Electronics,3,172.4248537,Credit Card,29-09-2023,Mall of Istanbul
INV1891,CUST1891,Male,49,Toys,1,227.7915271,Cash,06-07-2023,Mall of Istanbul
INV1892,CUST1892,Female,33,Sports,8,408.2269358,Credit Card,22-08-2023,Emaar Square Mall
INV1893,CUST1893,Female,30,Toys,4,175.7585195,Cash,04-02-2024,Kanyon
INV1894,CUST1894,Male,33,Home & Garden,2,54.67621349,Debit Card,26-02-2024,Metropol AVM
INV1895,CUST1895,Female,25,Toys,8,197.7608295,Credit Card,01-07-2023,Istinye Park
INV1896,CUST1896,Female,36,Clothing,8,253.3759907,Cash,12-12-2023,Mall of Istanbul
INV1897,CUST1897,Male,47,Sports,8,222.2624162,Cash,27-09-2023,Istinye Park
INV1898,CUST1898,Male,22,Clothing,7,425.7001896,Credit Card,18-01-2023,Istinye Park
INV1899,CUST1899,Male,22,Toys,2,490.2170788,Debit Card,02-06-2024,Kanyon
INV1900,CUST1900,Female,63,Toys,6,208.2194011,Credit Card,10-01-2024,Cevahir AVM
INV1901,CUST1901,Male,64,Clothing,1,287.3350451,Debit Card,11-12-2023,Metropol AVM
INV1902,CUST1902,Female,22,Home & Garden,7,167.7052099,Credit Card,05-01-2023,Viaport Outlet
INV1903,CUST1903,Female,21,Clothing,6,369.2777581,Debit Card,01-01-2023,Forum Istanbul
INV1904,CUST1904,Male,46,Clothing,1,336.3361587,Debit Card,12-08-2023,Metrocity
INV1905,CUST1905,Female,53,Sports,6,345.2569559,Credit Card,07-08-2023,Viaport Outlet
INV1906,CUST1906,Male,29,Home & Garden,4,300.4660985,Debit Card,15-03-2023,Viaport Outlet
INV1907,CUST1907,Female,54,Sports,1,121.3257014,Cash,02-10-2023,Metropol AVM
INV1908,CUST1908,Male,27,Sports,3,271.1359772,Cash,17-12-2023,Istinye Park
INV1909,CUST1909,Female,59,Home & Garden,4,223.6602848,Debit Card,27-03-2023,Metropol AVM
INV1910,CUST1910,Female,33,Clothing,1,395.5731143,Credit Card,16-10-2023,Metropol AVM
INV1911,CUST1911,Male,57,Electronics,2,360.7710503,Debit Card,30-09-2023,Viaport Outlet
INV1912,CUST1912,Female,36,Toys,6,424.2986627,Cash,23-01-2024,Zorlu Center
INV1913,CUST1913,Male,63,Electronics,4,75.85023758,Debit Card,21-05-2024,Emaar Square Mall
INV1914,CUST1914,Male,44,Electronics,1,251.5465655,Credit Card,22-03-2023,Zorlu Center
INV1915,CUST1915,Male,49,Sports,3,193.6495201,Cash,11-11-2023,Kanyon
INV1916,CUST1916,Male,42,Sports,4,176.0443961,Cash,09-09-2023,Viaport Outlet
INV1917,CUST1917,Female,48,Sports,3,293.7132747,Debit Card,12-11-2023,Viaport Outlet
INV1918,CUST1918,Male,23,Sports,2,22.41804659,Debit Card,13-06-2024,Cevahir AVM
INV1919,CUST1919,Male,45,Electronics,5,92.89791143,Debit Card,27-02-2024,Kanyon
INV1920,CUST1920,Male,58,Clothing,2,474.1132759,Cash,03-10-2023,Cevahir AVM
INV1921,CUST1921,Female,54,Home & Garden,5,232.5692761,Credit Card,29-08-2023,Forum Istanbul
INV1922,CUST1922,Female,53,Home & Garden,9,67.50264734,Cash,09-09-2024,Mall of Istanbul
INV1923,CUST1923,Female,29,Electronics,5,63.9352867,Credit Card,19-03-2023,Mall of Istanbul
INV1924,CUST1924,Male,31,Toys,8,128.6878253,Debit Card,11-08-2023,Mall of Istanbul
INV1925,CUST1925,Female,28,Toys,6,371.0346256,Credit Card,24-10-2023,Zorlu Center
INV1926,CUST1926,Female,35,Clothing,6,205.8879561,Cash,18-02-2023,Kanyon
INV1927,CUST1927,Male,59,Sports,2,332.3186758,Cash,09-11-2023,Mall of Istanbul
INV1928,CUST1928,Female,25,Clothing,7,248.4331165,Cash,06-03-2023,Mall of Istanbul
INV1929,CUST1929,Male,44,Toys,7,419.3742783,Cash,04-10-2023,Istinye Park
INV1930,CUST1930,Male,60,Home & Garden,1,82.74477811,Cash,31-10-2023,Istinye Park
INV1931,CUST1931,Female,22,Electronics,3,170.7470232,Cash,11-08-2024,Istinye Park
INV1932,CUST1932,Male,23,Electronics,4,465.2350465,Cash,01-04-2023,Metrocity
INV1933,CUST1933,Female,33,Clothing,1,309.7566872,Debit Card,30-06-2024,Forum Istanbul
INV1934,CUST1934,Female,24,Sports,2,313.5403938,Credit Card,14-10-2023,Emaar Square Mall
INV1935,CUST1935,Male,55,Electronics,5,288.6676794,Credit Card,28-03-2023,Viaport Outlet
INV1936,CUST1936,Male,19,Home & Garden,5,366.13305,Cash,21-08-2023,Emaar Square Mall
INV1937,CUST1937,Male,54,Sports,6,35.99724836,Credit Card,11-04-2024,Istinye Park
INV1938,CUST1938,Female,44,Home & Garden,2,460.9471971,Cash,20-06-2024,Emaar Square Mall
INV1939,CUST1939,Female,26,Home & Garden,4,408.0446341,Credit Card,09-09-2024,Zorlu Center
INV1940,CUST1940,Female,47,Clothing,6,73.985927,Credit Card,09-05-2023,Emaar Square Mall
INV1941,CUST1941,Female,37,Toys,2,486.1285664,Debit Card,08-04-2024,Zorlu Center
INV1942,CUST1942,Female,24,Sports,3,63.80405859,Debit Card,21-06-2023,Emaar Square Mall
INV1943,CUST1943,Female,27,Clothing,1,405.2943982,Cash,17-08-2023,Viaport Outlet
INV1944,CUST1944,Female,21,Electronics,6,337.7030942,Cash,16-07-2023,Forum Istanbul
INV1945,CUST1945,Female,19,Electronics,8,481.3026389,Credit Card,11-02-2024,Viaport Outlet
INV1946,CUST1946,Female,49,Electronics,5,464.331577,Credit Card,22-10-2023,Metropol AVM
INV1947,CUST1947,Male,35,Clothing,4,344.4972221,Cash,13-08-2024,Viaport Outlet
INV1948,CUST1948,Female,27,Clothing,7,457.6204832,Credit Card,24-01-2024,Metrocity
INV1949,CUST1949,Male,36,Home & Garden,5,319.8646381,Credit Card,05-03-2023,Mall of Istanbul
INV1950,CUST1950,Female,59,Electronics,2,330.2549268,Credit Card,11-12-2023,Zorlu Center
INV1951,CUST1951,Female,23,Electronics,2,153.3703113,Cash,22-10-2023,Metropol AVM
INV1952,CUST1952,Female,47,Sports,7,100.5486086,Cash,16-08-2024,Kanyon
INV1953,CUST1953,Male,40,Home & Garden,3,129.6788249,Debit Card,27-05-2023,Kanyon
INV1954,CUST1954,Male,58,Toys,8,277.7880669,Credit Card,01-09-2023,Metrocity
INV1955,CUST1955,Male,34,Home & Garden,5,356.3194731,Debit Card,18-01-2024,Metrocity
INV1956,CUST1956,Female,61,Sports,1,243.6426201,Credit Card,13-08-2024,Kanyon
INV1957,CUST1957,Male,21,Sports,8,388.0859469,Credit Card,02-05-2023,Viaport Outlet
INV1958,CUST1958,Female,61,Clothing,8,217.9508294,Credit Card,27-11-2023,Emaar Square Mall
INV1959,CUST1959,Male,64,Clothing,4,272.3751549,Credit Card,28-07-2024,Mall of Istanbul
INV1960,CUST1960,Male,63,Toys,4,484.3487567,Credit Card,11-09-2023,Istinye Park
INV1961,CUST1961,Male,38,Electronics,5,97.59817317,Debit Card,09-12-2023,Forum Istanbul
INV1962,CUST1962,Female,41,Electronics,3,118.2963789,Credit Card,15-04-2023,Cevahir AVM
INV1963,CUST1963,Female,62,Home & Garden,5,420.9026203,Debit Card,29-12-2023,Forum Istanbul
INV1964,CUST1964,Female,22,Toys,8,416.1267757,Cash,09-09-2024,Metropol AVM
INV1965,CUST1965,Female,42,Sports,1,304.44082,Cash,19-01-2023,Metrocity
INV1966,CUST1966,Male,58,Electronics,4,457.702041,Debit Card,19-03-2023,Zorlu Center
INV1967,CUST1967,Male,56,Electronics,1,149.266955,Cash,07-03-2024,Emaar Square Mall
