invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I226548,C124768,Female,59,Clothing,2,600.16,Cash,27-10-2022,Emaar Square Mall
I239707,C176992,Female,50,Clothing,3,900.24,Debit Card,23-04-2022,Mall of Istanbul
I358397,C260817,Male,64,Clothing,3,900.24,Cash,14-05-2022,Istinye Park
I299945,C595724,Female,47,Clothing,3,900.24,Credit Card,26-07-2022,Kanyon
I212777,C294341,Female,41,Food & Beverage,1,5.23,Credit Card,23-04-2022,Istinye Park
I165562,C331327,Male,41,Clothing,4,1200.32,Cash,22-02-2022,Mall of Istanbul
I701549,C433311,Female,53,Shoes,1,600.17,Credit Card,24-09-2022,Zorlu Center
I233358,C162552,Female,59,Food & Beverage,2,10.46,Credit Card,03-06-2022,Istinye Park
I220111,C312903,Male,49,Souvenir,3,35.19,Credit Card,14-06-2022,Viaport Outlet
I286001,C407728,Male,60,Shoes,2,1200.34,Credit Card,13-07-2022,Forum Istanbul
I173148,C168973,Female,62,Clothing,1,300.08,Cash,08-02-2022,Emaar Square Mall
I759283,C199461,Male,69,Shoes,3,1800.51,Debit Card,26-08-2022,Zorlu Center
I637277,C306372,Male,54,Toys,1,35.84,Cash,01-08-2023,Metrocity
I468361,C272918,Female,29,Souvenir,3,35.19,Cash,23-05-2022,Mall of Istanbul
I201566,C119440,Female,63,Clothing,3,900.24,Cash,17-05-2022,Zorlu Center
I248440,C331030,Male,25,Clothing,4,1200.32,Cash,06-02-2022,Metrocity
I599128,C184477,Female,63,Food & Beverage,2,10.46,Credit Card,23-02-2023,Mall of Istanbul
I904168,C142947,Male,30,Clothing,4,1200.32,Credit Card,12-05-2022,Emaar Square Mall
I261634,C718508,Female,63,Shoes,3,1800.51,Cash,30-08-2022,Kanyon
I190751,C205997,Male,56,Food & Beverage,1,5.23,Credit Card,30-01-2023,Metrocity
I475108,C302660,Female,27,Clothing,3,900.24,Debit Card,29-06-2022,Metrocity
I919485,C156861,Male,19,Clothing,3,900.24,Credit Card,03-10-2022,Kanyon
I852696,C208415,Female,35,Toys,1,35.84,Debit Card,27-06-2022,Kanyon
I127422,C183066,Female,61,Books,2,30.3,Cash,26-05-2022,Mall of Istanbul
I214107,C178880,Male,20,Clothing,2,600.16,Cash,11-02-2022,Mall of Istanbul
I154006,C250065,Male,47,Clothing,5,1500.4,Cash,01-07-2022,Kanyon
I500902,C231932,Male,21,Clothing,4,1200.32,Credit Card,08-12-2022,Kanyon
I415140,C337971,Male,49,Food & Beverage,1,5.23,Cash,28-08-2022,Kanyon
I120105,C264631,Female,33,Clothing,2,600.16,Credit Card,10-11-2022,Kanyon
I919153,C356491,Female,56,Cosmetics,4,162.64,Cash,17-06-2022,Metrocity
I118233,C607903,Male,48,Clothing,2,600.16,Cash,15-12-2022,Kanyon
I162970,C595552,Female,53,Clothing,5,1500.4,Credit Card,22-01-2022,Kanyon
I476741,C143434,Female,36,Cosmetics,4,162.64,Cash,24-08-2022,Kanyon
I960037,C142176,Female,30,Shoes,4,2400.68,Cash,21-02-2022,Metrocity
I190933,C328582,Male,50,Food & Beverage,2,10.46,Credit Card,01-04-2023,Metrocity
I383070,C712263,Female,42,Cosmetics,1,40.66,Credit Card,24-10-2022,Istinye Park
I738666,C312928,Female,67,Clothing,3,900.24,Debit Card,03-10-2022,Mall of Istanbul
I257671,C199461,Male,53,Cosmetics,3,121.98,Credit Card,27-01-2023,Mall of Istanbul
I313957,C230543,Male,57,Food & Beverage,3,15.69,Debit Card,23-04-2022,Istinye Park
I212959,C201325,Male,41,Toys,5,179.2,Credit Card,24-10-2022,Zorlu Center
I539150,C257608,Male,43,Clothing,5,1500.4,Debit Card,03-06-2023,Metrocity
I196659,C254153,Female,52,Shoes,5,3000.85,Debit Card,08-10-2022,Metropol AVM
I329034,C427543,Female,18,Cosmetics,2,81.32,Cash,07-01-2022,Metrocity
I152483,C316812,Female,24,Cosmetics,1,40.66,Cash,10-12-2022,Mall of Istanbul
I269090,C279326,Male,28,Toys,2,71.68,Cash,13-10-2022,Mall of Istanbul
I759869,C257608,Male,19,Food & Beverage,2,10.46,Cash,29-06-2022,Mall of Istanbul
I226345,C239532,Male,31,Food & Beverage,1,5.23,Cash,13-02-2022,Cevahir AVM
I264819,C238847,Male,51,Toys,4,143.36,Credit Card,15-03-2022,Zorlu Center
I333814,C220743,Male,53,Clothing,4,1200.32,Cash,31-03-2022,Kanyon
I148194,C850240,Male,25,Cosmetics,2,81.32,Cash,26-02-2022,Istinye Park
I324469,C273813,Male,22,Souvenir,1,11.73,Debit Card,09-06-2022,Kanyon
I330201,C243037,Male,57,Technology,5,5250,Debit Card,26-07-2022,Kanyon
I238607,C202954,Male,67,Books,3,45.45,Cash,15-02-2022,Mall of Istanbul
I337739,C140512,Female,51,Food & Beverage,1,5.23,Credit Card,04-09-2022,Emaar Square Mall
I148747,C714299,Female,25,Cosmetics,3,121.98,Credit Card,08-07-2022,Cevahir AVM
I208260,C530461,Female,62,Cosmetics,4,162.64,Credit Card,01-11-2022,Metrocity
I309061,C765432,Male,21,Food & Beverage,1,5.23,Credit Card,13-08-2022,Metropol AVM
I324896,C578833,Male,21,Toys,2,71.68,Debit Card,08-07-2022,Metrocity
I337613,C142947,Female,23,Technology,3,3150,Credit Card,30-12-2022,Kanyon
I879408,C266825,Male,59,Shoes,2,1200.34,Cash,14-08-2022,Metrocity
I236103,C210123,Male,27,Food & Beverage,2,10.46,Cash,16-05-2022,Kanyon
I131688,C605200,Female,25,Shoes,4,2400.68,Cash,09-07-2022,Forum Istanbul
I297686,C252662,Male,55,Shoes,2,1200.34,Debit Card,07-05-2022,Metrocity
I378032,C140512,Female,37,Food & Beverage,3,15.69,Cash,29-04-2022,Viaport Outlet
I321242,C240135,Female,38,Clothing,3,900.24,Credit Card,08-05-2022,Emaar Square Mall
I879038,C194306,Female,51,Shoes,1,600.17,Debit Card,22-01-2023,Mall of Istanbul
I250931,C339995,Male,42,Food & Beverage,2,10.46,Debit Card,10-04-2022,Metropol AVM
I820465,C332608,Female,36,Food & Beverage,1,5.23,Cash,03-11-2022,Kanyon
I310140,C606418,Male,25,Clothing,1,300.08,Credit Card,19-08-2022,Istinye Park
I255476,C125845,Female,58,Souvenir,3,35.19,Cash,17-06-2022,Viaport Outlet
I112057,C162871,Female,28,Shoes,5,3000.85,Credit Card,13-07-2022,Zorlu Center
I142286,C327056,Male,18,Shoes,4,2400.68,Credit Card,27-01-2023,Mall of Istanbul
I222933,C306576,Female,23,Souvenir,3,35.19,Cash,09-06-2022,Mall of Istanbul
I953720,C108639,Female,39,Cosmetics,5,203.3,Credit Card,23-02-2022,Forum Istanbul
I336688,C322478,Female,65,Food & Beverage,4,20.92,Cash,12-11-2022,Metropol AVM
I285961,C177872,Male,63,Technology,5,5250,Credit Card,16-08-2022,Metrocity
I129765,C222504,Female,42,Clothing,5,1500.4,Cash,03-08-2022,Kanyon
I106464,C291103,Female,24,Clothing,5,1500.4,Debit Card,28-04-2022,Mall of Istanbul
I139848,C305576,Male,37,Toys,4,143.36,Cash,04-11-2022,Istinye Park
I229690,C146493,Female,62,Food & Beverage,1,5.23,Credit Card,20-02-2023,Metropol AVM
I758949,C307038,Female,67,Shoes,5,3000.85,Cash,09-11-2022,Metrocity
I217038,C201235,Female,29,Cosmetics,3,121.98,Cash,31-01-2022,Metrocity
I297486,C288831,Male,32,Food & Beverage,5,26.15,Cash,18-07-2022,Istinye Park
I725007,C121526,Female,40,Clothing,3,900.24,Credit Card,07-12-2022,Metropol AVM
I108038,C178880,Female,22,Shoes,4,2400.68,Credit Card,09-08-2022,Metrocity
I114473,C296972,Female,44,Shoes,2,1200.34,Cash,01-04-2023,Forum Istanbul
I345856,C941937,Female,51,Shoes,1,600.17,Credit Card,18-07-2022,Kanyon
I198402,C335133,Female,50,Clothing,4,1200.32,Credit Card,28-06-2022,Mall of Istanbul
I122274,C526660,Female,23,Cosmetics,4,162.64,Credit Card,03-08-2022,Viaport Outlet
I825270,C858138,Male,20,Clothing,2,600.16,Cash,20-01-2023,Mall of Istanbul
I394801,C146616,Female,20,Cosmetics,1,40.66,Debit Card,11-09-2022,Kanyon
I715444,C169034,Male,59,Toys,4,143.36,Credit Card,17-05-2022,Metropol AVM
I231784,C196895,Male,61,Technology,5,5250,Cash,02-10-2023,Mall of Istanbul
I124164,C142947,Female,54,Food & Beverage,3,15.69,Cash,06-04-2022,Emaar Square Mall
I183816,C284031,Female,41,Clothing,2,600.16,Cash,14-08-2022,Metrocity
I175188,C302809,Female,55,Toys,5,179.2,Debit Card,01-11-2022,Kanyon
I294869,C124871,Female,40,Clothing,3,900.24,Credit Card,03-02-2023,Istinye Park
I789374,C119658,Female,65,Technology,5,5250,Cash,02-05-2023,Viaport Outlet
I183964,C106679,Female,37,Clothing,4,1200.32,Credit Card,18-11-2022,Metrocity
I312120,C319084,Male,65,Cosmetics,2,81.32,Debit Card,19-12-2022,Forum Istanbul
I368815,C880650,Male,58,Clothing,4,1200.32,Debit Card,27-02-2022,Metropol AVM
I315560,C232856,Female,29,Cosmetics,2,81.32,Cash,17-01-2022,Mall of Istanbul
I304419,C290599,Female,50,Toys,5,179.2,Cash,27-07-2022,Istinye Park
I289975,C233022,Female,20,Clothing,4,1200.32,Debit Card,20-06-2022,Kanyon
I884545,C289318,Female,62,Cosmetics,1,40.66,Credit Card,15-06-2022,Istinye Park
I187364,C233646,Female,18,Clothing,1,300.08,Credit Card,20-10-2022,Kanyon
I732648,C282968,Female,40,Books,4,60.6,Debit Card,25-01-2023,Viaport Outlet
I155282,C138026,Female,51,Technology,4,4200,Cash,19-02-2023,Kanyon
I376114,C231932,Female,57,Clothing,4,1200.32,Debit Card,12-02-2022,Kanyon
I868512,C601645,Male,32,Toys,2,71.68,Credit Card,01-06-2023,Metrocity
I988477,C298229,Female,21,Clothing,4,1200.32,Cash,26-12-2022,Mall of Istanbul
I827398,C231932,Female,69,Food & Beverage,3,15.69,Cash,10-04-2022,Kanyon
I321180,C236428,Female,26,Shoes,2,1200.34,Credit Card,06-02-2022,Metrocity
I262952,C628063,Male,59,Toys,3,107.52,Debit Card,14-12-2022,Metrocity
I329342,C143461,Female,34,Clothing,3,900.24,Credit Card,06-08-2022,Metropol AVM
I307645,C170341,Female,25,Toys,5,179.2,Cash,21-03-2022,Kanyon
I810190,C837731,Female,26,Clothing,2,600.16,Credit Card,13-11-2022,Mall of Istanbul
I434025,C168612,Male,64,Food & Beverage,2,10.46,Cash,03-01-2023,Kanyon
I566654,C832010,Female,63,Clothing,1,300.08,Cash,02-05-2022,Kanyon
I142342,C334097,Female,37,Books,1,15.15,Cash,05-08-2022,Viaport Outlet
I193672,C197084,Female,40,Souvenir,5,58.65,Cash,04-02-2022,Metrocity
I292369,C309832,Male,32,Shoes,2,1200.34,Debit Card,30-12-2022,Kanyon
I833379,C294341,Female,44,Shoes,1,600.17,Cash,18-05-2022,Cevahir AVM
I163721,C170341,Male,45,Cosmetics,5,203.3,Credit Card,27-11-2022,Mall of Istanbul
I121110,C266825,Female,65,Shoes,2,1200.34,Cash,02-10-2023,Mall of Istanbul
I290882,C153963,Male,21,Toys,2,71.68,Cash,15-08-2022,Forum Istanbul
I260545,C760149,Female,32,Cosmetics,5,203.3,Credit Card,20-04-2022,Metrocity
I884495,C152906,Female,63,Food & Beverage,3,15.69,Credit Card,27-01-2023,Istinye Park
I538752,C137520,Female,27,Cosmetics,4,162.64,Debit Card,28-02-2023,Metropol AVM
I157128,C792146,Female,33,Clothing,1,300.08,Credit Card,01-04-2022,Metrocity
I143244,C263417,Male,64,Clothing,5,1500.4,Debit Card,28-01-2022,Kanyon
I270540,C157435,Female,52,Shoes,1,600.17,Credit Card,24-02-2022,Metropol AVM
I275685,C530461,Male,44,Toys,5,179.2,Credit Card,30-05-2022,Kanyon
I289004,C317817,Female,46,Clothing,1,300.08,Credit Card,12-06-2022,Metropol AVM
I491810,C334060,Male,61,Books,4,60.6,Credit Card,15-01-2023,Metropol AVM
I229635,C719220,Male,43,Technology,3,3150,Cash,19-11-2022,Metrocity
I365745,C829564,Female,56,Clothing,4,1200.32,Credit Card,09-07-2022,Istinye Park
I263887,C512631,Female,65,Cosmetics,4,162.64,Debit Card,27-12-2022,Forum Istanbul
I464182,C292600,Female,68,Toys,1,35.84,Cash,07-11-2022,Mall of Istanbul
I141382,C100507,Female,55,Books,1,15.15,Cash,28-12-2022,Kanyon
I882432,C375449,Female,43,Clothing,5,1500.4,Debit Card,22-10-2022,Kanyon
I879456,C228482,Female,61,Clothing,4,1200.32,Cash,31-10-2022,Kanyon
I268506,C155225,Male,47,Clothing,4,1200.32,Credit Card,03-03-2023,Mall of Istanbul
I809975,C191237,Female,44,Toys,4,143.36,Cash,08-10-2022,Cevahir AVM
I269122,C126598,Female,60,Cosmetics,3,121.98,Credit Card,17-06-2022,Mall of Istanbul
I294201,C306576,Female,40,Cosmetics,4,162.64,Cash,15-04-2022,Metropol AVM
I246470,C170969,Male,46,Toys,2,71.68,Cash,28-10-2022,Emaar Square Mall
I116287,C216475,Male,69,Books,4,60.6,Debit Card,05-05-2022,Mall of Istanbul
I238941,C950205,Female,62,Souvenir,5,58.65,Credit Card,14-02-2022,Emaar Square Mall
I167528,C474668,Female,51,Clothing,2,600.16,Debit Card,10-12-2022,Kanyon
I291124,C161253,Female,61,Toys,3,107.52,Credit Card,16-07-2022,Kanyon
I204946,C579018,Female,31,Clothing,1,300.08,Debit Card,05-06-2022,Metrocity
I204929,C180499,Female,32,Shoes,3,1800.51,Cash,31-12-2022,Istinye Park
I177104,C120404,Female,64,Cosmetics,4,162.64,Credit Card,30-01-2022,Kanyon
I122151,C427543,Female,33,Clothing,4,1200.32,Credit Card,09-05-2022,Metrocity
I165654,C261635,Male,59,Clothing,5,1500.4,Credit Card,03-02-2023,Zorlu Center
I242997,C149082,Female,58,Clothing,5,1500.4,Cash,05-02-2022,Viaport Outlet
I182066,C252029,Female,21,Clothing,1,300.08,Credit Card,27-01-2022,Kanyon
I234327,C119658,Female,55,Shoes,2,1200.34,Debit Card,03-02-2022,Istinye Park
I148169,C181619,Female,66,Cosmetics,1,40.66,Debit Card,22-08-2022,Metrocity
I189166,C314806,Male,34,Cosmetics,2,81.32,Cash,03-05-2023,Kanyon
I187954,C264437,Female,51,Clothing,4,1200.32,Cash,19-09-2022,Istinye Park
I126396,C336305,Female,50,Toys,2,71.68,Debit Card,25-02-2022,Metrocity
I188682,C812425,Male,48,Clothing,2,600.16,Credit Card,02-10-2022,Viaport Outlet
I106028,C261457,Female,55,Books,1,15.15,Debit Card,03-07-2022,Forum Istanbul
I248784,C670220,Female,38,Books,2,30.3,Cash,03-04-2022,Viaport Outlet
I228911,C264869,Male,61,Food & Beverage,3,15.69,Credit Card,15-11-2022,Kanyon
I771212,C247455,Female,57,Food & Beverage,1,5.23,Cash,28-08-2022,Emaar Square Mall
I266074,C256755,Male,62,Clothing,4,1200.32,Credit Card,01-08-2023,Metrocity
I266220,C333717,Female,50,Cosmetics,3,121.98,Cash,29-12-2022,Istinye Park
I259569,C293479,Female,51,Shoes,1,600.17,Cash,25-11-2022,Zorlu Center
I340662,C200772,Female,69,Cosmetics,5,203.3,Cash,14-06-2022,Kanyon
I650708,C941937,Female,42,Food & Beverage,1,5.23,Debit Card,26-01-2023,Cevahir AVM
I301763,C199864,Male,46,Books,4,60.6,Debit Card,04-09-2022,Viaport Outlet
I245989,C317968,Male,42,Clothing,1,300.08,Debit Card,27-01-2023,Mall of Istanbul
I346029,C258089,Male,68,Cosmetics,4,162.64,Credit Card,05-11-2022,Metrocity
I179423,C288831,Male,45,Souvenir,3,35.19,Cash,19-11-2022,Mall of Istanbul
I263187,C143851,Female,43,Cosmetics,4,162.64,Cash,20-05-2022,Mall of Istanbul
I708493,C204146,Male,51,Food & Beverage,4,20.92,Cash,04-10-2022,Mall of Istanbul
I214499,C205857,Male,55,Food & Beverage,5,26.15,Cash,28-02-2023,Metropol AVM
I185879,C216475,Female,58,Shoes,2,1200.34,Debit Card,19-05-2022,Kanyon
I214148,C193274,Female,48,Clothing,4,1200.32,Credit Card,09-02-2022,Istinye Park
I180272,C196502,Female,40,Clothing,2,600.16,Credit Card,21-08-2022,Metropol AVM
I299366,C272805,Male,40,Books,3,45.45,Debit Card,15-07-2022,Viaport Outlet
I113030,C799532,Female,20,Clothing,2,600.16,Debit Card,06-01-2022,Metrocity
I329514,C339518,Female,43,Shoes,3,1800.51,Cash,20-02-2023,Forum Istanbul
I259847,C196895,Male,31,Clothing,4,1200.32,Cash,14-06-2022,Zorlu Center
I119218,C322042,Female,35,Toys,5,179.2,Credit Card,24-08-2022,Istinye Park
I261818,C164634,Male,33,Technology,1,1050,Credit Card,24-02-2023,Metrocity
I327095,C107113,Male,50,Cosmetics,4,162.64,Debit Card,30-08-2022,Mall of Istanbul
I315612,C303125,Female,30,Souvenir,1,11.73,Credit Card,09-12-2022,Emaar Square Mall
I113396,C887674,Male,60,Food & Beverage,2,10.46,Cash,22-12-2022,Istinye Park
I334490,C979526,Female,56,Clothing,1,300.08,Cash,03-06-2023,Istinye Park
I222822,C173565,Female,52,Clothing,1,300.08,Debit Card,25-07-2022,Metropol AVM
I312735,C146106,Female,23,Clothing,4,1200.32,Credit Card,21-09-2022,Kanyon
I121928,C290907,Female,30,Food & Beverage,4,20.92,Debit Card,13-02-2022,Zorlu Center
I191110,C253299,Female,37,Clothing,2,600.16,Credit Card,08-07-2022,Cevahir AVM
I149740,C260821,Female,46,Books,5,75.75,Credit Card,26-01-2023,Zorlu Center
I332016,C467553,Male,64,Cosmetics,5,203.3,Debit Card,28-02-2022,Metropol AVM
I483991,C257932,Male,18,Clothing,1,300.08,Debit Card,02-12-2023,Kanyon
I688180,C592075,Female,42,Clothing,2,600.16,Credit Card,15-08-2022,Forum Istanbul
I856190,C216475,Male,25,Clothing,5,1500.4,Cash,17-05-2022,Mall of Istanbul
I753404,C719220,Male,59,Clothing,4,1200.32,Debit Card,14-02-2022,Emaar Square Mall
I132262,C197019,Male,21,Clothing,1,300.08,Debit Card,15-01-2023,Metropol AVM
I165664,C176992,Female,56,Clothing,1,300.08,Cash,26-06-2022,Metropol AVM
I223193,C303304,Male,32,Cosmetics,4,162.64,Credit Card,25-01-2023,Zorlu Center
I373362,C326665,Female,58,Clothing,3,900.24,Cash,13-02-2022,Istinye Park
I237536,C203151,Male,18,Souvenir,1,11.73,Credit Card,14-08-2022,Kanyon
I246718,C954778,Male,61,Cosmetics,1,40.66,Cash,20-09-2022,Metropol AVM
I251357,C196870,Male,56,Toys,3,107.52,Credit Card,25-04-2022,Metropol AVM
I105235,C145405,Female,43,Food & Beverage,3,15.69,Credit Card,18-01-2022,Cevahir AVM
I736246,C202049,Female,23,Souvenir,5,58.65,Cash,27-11-2022,Kanyon
I946289,C102136,Female,52,Clothing,1,300.08,Credit Card,02-06-2022,Metrocity
I118285,C899229,Female,36,Books,3,45.45,Credit Card,27-03-2022,Kanyon
I565451,C363663,Female,57,Food & Beverage,5,26.15,Credit Card,23-09-2022,Viaport Outlet
I248655,C408981,Male,43,Shoes,2,1200.34,Cash,18-09-2022,Kanyon
I318753,C245592,Female,63,Clothing,5,1500.4,Cash,29-12-2022,Mall of Istanbul
I284345,C211664,Female,45,Shoes,5,3000.85,Debit Card,04-11-2022,Kanyon
I189963,C248061,Male,62,Toys,2,71.68,Cash,31-05-2022,Kanyon
I826922,C213995,Male,23,Clothing,4,1200.32,Cash,03-03-2023,Zorlu Center
I208867,C332869,Male,32,Cosmetics,2,81.32,Credit Card,02-09-2023,Emaar Square Mall
I197604,C145405,Male,44,Clothing,2,600.16,Credit Card,20-02-2023,Istinye Park
I989155,C197599,Female,46,Toys,4,143.36,Credit Card,10-02-2022,Mall of Istanbul
I609080,C112446,Female,38,Clothing,4,1200.32,Credit Card,25-10-2022,Metropol AVM
I561923,C256755,Female,64,Books,2,30.3,Cash,05-06-2022,Mall of Istanbul
I121072,C326318,Male,69,Cosmetics,5,203.3,Credit Card,09-12-2022,Zorlu Center
I216883,C144823,Female,62,Clothing,2,600.16,Cash,25-10-2022,Metropol AVM
I220119,C333344,Female,43,Clothing,4,1200.32,Cash,18-01-2022,Kanyon
I245446,C166367,Female,22,Clothing,5,1500.4,Debit Card,18-03-2022,Istinye Park
I231062,C257932,Female,30,Clothing,1,300.08,Credit Card,15-06-2022,Metrocity
I431112,C261635,Female,21,Clothing,3,900.24,Cash,13-10-2022,Viaport Outlet
I307733,C160616,Male,48,Cosmetics,1,40.66,Cash,30-06-2022,Viaport Outlet
I249022,C127447,Female,50,Toys,1,35.84,Credit Card,03-11-2022,Kanyon
I329152,C649828,Female,36,Books,4,60.6,Cash,20-12-2022,Mall of Istanbul
I154234,C230696,Female,50,Books,3,45.45,Cash,31-08-2022,Kanyon
I813548,C191237,Female,18,Books,1,15.15,Debit Card,05-05-2022,Cevahir AVM
I139614,C279370,Male,18,Shoes,2,1200.34,Cash,01-06-2022,Kanyon
I197388,C289704,Male,45,Souvenir,2,23.46,Cash,06-11-2022,Metrocity
I154096,C258369,Female,69,Cosmetics,4,162.64,Credit Card,26-07-2022,Istinye Park
I314125,C335476,Female,23,Food & Beverage,4,20.92,Debit Card,23-10-2022,Mall of Istanbul
I512436,C126446,Female,56,Clothing,5,1500.4,Debit Card,11-07-2022,Mall of Istanbul
I283610,C305425,Female,22,Food & Beverage,3,15.69,Credit Card,27-08-2022,Emaar Square Mall
I867460,C170341,Female,54,Toys,2,71.68,Debit Card,04-12-2022,Forum Istanbul
I164167,C133559,Male,41,Clothing,3,900.24,Debit Card,08-06-2022,Zorlu Center
I231382,C225206,Female,65,Toys,4,143.36,Credit Card,17-09-2022,Metrocity
I166759,C450287,Male,33,Toys,2,71.68,Cash,04-03-2022,Istinye Park
I142874,C103773,Male,43,Clothing,2,600.16,Cash,23-03-2022,Mall of Istanbul
I172701,C249165,Female,41,Clothing,5,1500.4,Cash,28-07-2022,Viaport Outlet
I243841,C193274,Male,69,Clothing,5,1500.4,Cash,24-01-2023,Metropol AVM
I135990,C256100,Male,36,Clothing,4,1200.32,Credit Card,20-02-2022,Metrocity
I217504,C177024,Male,47,Food & Beverage,4,20.92,Credit Card,14-06-2022,Mall of Istanbul
I166881,C188604,Male,67,Shoes,2,1200.34,Credit Card,18-04-2022,Kanyon
I134675,C578833,Male,22,Cosmetics,1,40.66,Debit Card,22-01-2022,Mall of Istanbul
I104663,C119297,Female,44,Shoes,4,2400.68,Debit Card,29-12-2022,Mall of Istanbul
I100251,C265694,Female,36,Souvenir,4,46.92,Cash,29-05-2022,Metropol AVM
I226364,C305576,Male,60,Food & Beverage,3,15.69,Credit Card,16-02-2022,Zorlu Center
I244118,C644268,Female,54,Food & Beverage,4,20.92,Credit Card,30-08-2022,Mall of Istanbul
I110254,C220743,Female,63,Food & Beverage,2,10.46,Credit Card,01-07-2023,Metropol AVM
I444369,C268951,Male,36,Technology,2,2100,Credit Card,25-03-2022,Metropol AVM
I222347,C310831,Female,24,Cosmetics,3,121.98,Cash,28-12-2022,Metropol AVM
I656672,C208844,Female,28,Food & Beverage,4,20.92,Debit Card,14-10-2022,Kanyon
I864169,C240135,Female,61,Books,1,15.15,Cash,08-11-2022,Kanyon
I600222,C124077,Female,38,Clothing,1,300.08,Credit Card,01-07-2023,Mall of Istanbul
I106776,C899229,Male,61,Toys,1,35.84,Debit Card,05-04-2022,Kanyon
I163005,C194311,Female,43,Technology,2,2100,Cash,03-05-2022,Kanyon
I937750,C209071,Female,67,Clothing,5,1500.4,Credit Card,13-09-2022,Viaport Outlet
I567976,C133559,Female,42,Clothing,5,1500.4,Credit Card,10-06-2022,Metropol AVM
I321898,C262302,Female,25,Cosmetics,5,203.3,Credit Card,18-01-2023,Emaar Square Mall
I316043,C300459,Female,44,Toys,5,179.2,Cash,23-10-2022,Metropol AVM
I373911,C328756,Female,63,Food & Beverage,2,10.46,Cash,28-01-2022,Mall of Istanbul
I290524,C200772,Female,53,Food & Beverage,4,20.92,Cash,28-02-2022,Cevahir AVM
I398885,C323761,Female,62,Cosmetics,3,121.98,Credit Card,22-02-2023,Zorlu Center
I493539,C166209,Female,30,Cosmetics,1,40.66,Debit Card,13-02-2023,Emaar Square Mall
I336755,C115193,Male,67,Shoes,3,1800.51,Credit Card,07-08-2022,Metrocity
I115531,C212400,Female,47,Cosmetics,5,203.3,Cash,03-04-2022,Mall of Istanbul
I113609,C340042,Male,35,Toys,1,35.84,Cash,24-11-2022,Metrocity
I932052,C240916,Female,27,Clothing,4,1200.32,Credit Card,01-08-2022,Metrocity
I196915,C323198,Female,38,Technology,1,1050,Debit Card,04-12-2022,Metropol AVM
I102100,C137080,Female,69,Souvenir,1,11.73,Debit Card,31-03-2022,Kanyon
I232015,C253416,Female,29,Cosmetics,2,81.32,Cash,27-06-2022,Kanyon
I116601,C260873,Male,31,Clothing,1,300.08,Credit Card,10-01-2022,Kanyon
I333201,C414958,Female,54,Clothing,1,300.08,Cash,20-06-2022,Mall of Istanbul
I329049,C756804,Female,38,Clothing,3,900.24,Credit Card,02-04-2023,Mall of Istanbul
I182012,C941937,Female,63,Shoes,2,1200.34,Cash,19-03-2022,Mall of Istanbul
I135614,C338693,Male,35,Cosmetics,3,121.98,Credit Card,26-02-2022,Viaport Outlet
I332690,C298103,Male,69,Cosmetics,1,40.66,Credit Card,24-03-2022,Forum Istanbul
I907754,C146494,Female,66,Clothing,2,600.16,Debit Card,11-03-2022,Metropol AVM
I265476,C284031,Male,42,Clothing,4,1200.32,Credit Card,11-08-2022,Forum Istanbul
I200413,C140512,Female,52,Food & Beverage,4,20.92,Cash,05-12-2022,Forum Istanbul
I319321,C595422,Male,25,Clothing,1,300.08,Cash,20-12-2022,Metrocity
I300878,C119440,Female,48,Clothing,3,900.24,Debit Card,22-08-2022,Mall of Istanbul
I223152,C128277,Female,21,Clothing,3,900.24,Credit Card,13-04-2022,Kanyon
I967976,C275243,Female,22,Food & Beverage,1,5.23,Credit Card,06-01-2022,Forum Istanbul
I240021,C203151,Female,56,Clothing,4,1200.32,Cash,12-12-2022,Metropol AVM
I200018,C301753,Male,38,Food & Beverage,2,10.46,Credit Card,16-05-2022,Kanyon
I301972,C234631,Male,31,Technology,3,3150,Credit Card,02-07-2023,Mall of Istanbul
I241422,C292346,Female,68,Clothing,3,900.24,Credit Card,04-08-2022,Metrocity
I819275,C756804,Female,33,Food & Beverage,3,15.69,Cash,23-08-2022,Mall of Istanbul
I200302,C262982,Female,40,Cosmetics,1,40.66,Cash,20-06-2022,Metropol AVM
I208751,C250180,Female,47,Shoes,3,1800.51,Cash,05-03-2022,Mall of Istanbul
I111633,C410490,Male,30,Clothing,3,900.24,Cash,05-01-2022,Zorlu Center
I344841,C304389,Female,66,Books,1,15.15,Credit Card,01-10-2022,Mall of Istanbul
I102218,C108993,Female,57,Cosmetics,1,40.66,Credit Card,23-08-2022,Metrocity
I226665,C166367,Male,57,Clothing,1,300.08,Credit Card,15-07-2022,Metrocity
I140971,C185599,Female,64,Clothing,5,1500.4,Debit Card,19-02-2022,Viaport Outlet
I202574,C173469,Female,65,Technology,2,2100,Credit Card,30-07-2022,Forum Istanbul
I417930,C162841,Male,25,Food & Beverage,4,20.92,Cash,06-02-2022,Mall of Istanbul
I215184,C207349,Male,47,Shoes,1,600.17,Cash,16-10-2022,Emaar Square Mall
I662663,C204727,Female,47,Food & Beverage,4,20.92,Debit Card,29-03-2022,Metrocity
I231295,C292346,Male,56,Cosmetics,2,81.32,Cash,28-07-2022,Istinye Park
I326466,C212119,Male,53,Books,3,45.45,Credit Card,28-05-2022,Metrocity
I147365,C156004,Male,60,Clothing,2,600.16,Debit Card,01-04-2022,Viaport Outlet
